id,original_title,original_language,genre,overview,popularity,vote_count,vote_average,release_date
11948,戦場のメリークリスマス,ja,"Drama, History, War","Island of Java, 1942, during World War II. British Major Jack Celliers arrives at a Japanese prison camp, run by the strict Captain Yonoi. Colonel John Lawrence, who has a profound knowledge of Japanese culture, and Sergeant Hara, brutal and simpleton, will witness the struggle of wills between two men from very different backgrounds who are tragically destined to clash.",3.0237,502,7.3,1983-05-28
10009,Brother Bear,en,"Adventure, Animation, Family","When an impulsive boy named Kenai is magically transformed into a bear, he must literally walk in another's footsteps until he learns some valuable life lessons. His courageous and often zany journey introduces him to a forest full of wildlife, including the lovable bear cub Koda, hilarious moose Rutt and Tuke, woolly mammoths and rambunctious rams.",6.7326,5641,7.27,2003-10-23
9550,十面埋伏,zh,"Adventure, Drama, Action","In 9th century China, a corrupt government wages war against a rebel army called the Flying Daggers. A romantic warrior breaks a beautiful rebel out of prison to help her rejoin her fellows, but things are not what they seem.",2.9351,1733,7.3,2004-08-03
2277,Bicentennial Man,en,"Science Fiction, Drama","Richard Martin buys a gift, a new NDR-114 robot. The product is named Andrew by the youngest of the family's children. ""Bicentennial Man"" follows the life and times of Andrew, a robot purchased as a household appliance programmed to perform menial tasks. As Andrew begins to experience emotions and creative thought, the Martin family soon discovers they don't have an ordinary robot.",9.1434,3792,7.27,1999-12-17
1802,La Cérémonie,fr,"Drama, Thriller","Sophie, a quiet and shy maid working for an upper-class French family, finds a friend in the energetic and uncompromising postmaster Jeanne, who encourages her to stand up against her bourgeois employers.",0.7811,379,7.27,1995-08-30
37136,The Naked Gun: From the Files of Police Squad!,en,"Comedy, Crime","When the bumbling Lieutenant Frank Drebin investigates events following the shooting of his partner, he stumbles upon an attempt to assassinate Queen Elizabeth II.",5.6575,4241,7.269,1988-12-02
34653,A Single Man,en,"Drama, Romance","Set in Los Angeles in 1962, at the height of the Cuban missile crisis, is the story of a British college professor who dwells on the past and cannot see his future. We follow him through a single day, where a series of events and encounters ultimately lead him to decide if there is a meaning to life after the death of his long time partner, Jim.",3.1533,1616,7.269,2009-12-11
710356,2 Hearts,en,"Romance, Drama","When illness strikes two people who are polar opposites, life and death bring them together in surprising ways.",5.105,622,7.268,2020-10-16
50646,"Crazy, Stupid, Love.",en,"Comedy, Drama, Romance","Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",7.6585,9002,7.268,2011-07-29
46919,Sedmikrásky,cs,"Comedy, Drama",Two teenage girls embark on a series of destructive pranks in which they consume and destroy the world around them.,1.1258,407,7.268,1966-12-30
14698,"Suddenly, Last Summer",en,"Thriller, Drama, Mystery",The only son of wealthy widow Violet Venable dies while on vacation with his cousin Catherine. What the girl saw was so horrible that she went insane; now Mrs. Venable wants Catherine lobotomized to cover up the truth.,1.111,302,7.268,1959-12-22
11929,Dolores Claiborne,en,"Crime, Drama, Mystery","Dolores Claiborne was accused of killing her abusive husband twenty years ago, but the court's findings were inconclusive and she was allowed to walk free. Now she has been accused of killing her employer, Vera Donovan, and this time there is a witness who can place her at the scene of the crime. Things look bad for Dolores when her daughter Selena, a successful Manhattan magazine writer, returns to cover the story.",1.703,837,7.268,1995-03-24
11868,Dracula,en,Horror,"After Jonathan Harker attacks Dracula at his castle, the vampire travels to a nearby city, where he preys on the family of Harker's fiancée. The only one who may be able to protect them is Dr. van Helsing, Harker's friend and fellow-student of vampires, who is determined to destroy Dracula, whatever the cost.",1.984,675,7.267,1958-04-21
2759,"The Adventures of Priscilla, Queen of the Desert",en,"Drama, Comedy",Two drag performers and a transgender woman travel across the desert to perform their unique style of cabaret.,2.083,879,7.268,1994-05-31
866398,The Beekeeper,en,"Action, Crime, Thriller",One man's campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as Beekeepers.,15.148,3920,7.267,2024-01-08
571468,Freaks Out,it,"Adventure, Fantasy, Drama",Four super-powered circus freaks find themselves trapped in war-torn Rome after their foster father is captured by the Nazis.,0.684,936,7.267,2021-10-28
284689,Testament of Youth,en,"History, Drama, War","Testament of Youth is a powerful story of love, war and remembrance, based on the First World War memoir by Vera Brittain, which has become the classic testimony of that war from a woman’s point of view. A searing journey from youthful hopes and dreams to the edge of despair and back again, it’s a film about young love, the futility of war and how to make sense of the darkest times.",0.958,776,7.3,2015-01-16
449924,葉問4,cn,"Action, History, Drama","Following the death of his wife, Ip Man travels to San Francisco to ease tensions between the local kung fu masters and his star student, Bruce Lee, while searching for a better future for his son.",3.1979,2070,7.266,2019-12-19
690,Pickpocket,fr,"Crime, Drama","Michel takes up pickpocketing on a lark and is arrested soon after. His mother dies shortly after his release, and despite the objections of his only friend, Jacques, and his mother's neighbor Jeanne, Michel teams up with a couple of petty thieves in order to improve his craft. With a police inspector keeping an eye on him, Michel also tries to get a straight job, but the temptation to steal is hard to resist.",2.2327,545,7.266,1959-12-16
509,Notting Hill,en,"Romance, Comedy",London bookstore owner William Thacker's quiet life turns upside down when a chance encounter with famous actress Anna Scott sparks an unlikely romance challenged by their vastly different worlds.,7.2354,6507,7.266,1999-05-21
285,Pirates of the Caribbean: At World's End,en,"Adventure, Fantasy, Action","Will Turner and Elizabeth Swann join forces with the revived Captain Barbossa to free Jack Sparrow from Davy Jones' locker. The group must navigate dangerous waters, confront many foes and, ultimately, choose sides in a battle wherein piracy itself hangs in the balance.",12.6855,15080,7.266,2007-05-19
1071806,คนหิว เกมกระหาย,th,Drama,A talented young street-food cook pushes herself to the limit after accepting an invitation to train under an infamous and ruthless chef.,4.4922,458,7.262,2023-04-04
498248,Mia et le lion blanc,fr,"Adventure, Family, Drama",A young girl from London moves to Africa with her parents where she befriends a lion cub.,1.9962,901,7.3,2018-08-02
18183,Como agua para chocolate,es,"Drama, Romance","Tita is passionately in love with Pedro, but her controlling mother forbids her from marrying him. When Pedro marries her sister, Tita throws herself into her cooking and discovers she can transfer her emotions through the food she prepares, infecting all who eat it with her intense heartbreak.",1.2072,541,7.265,1992-04-16
64956,Inception: The Cobol Job,en,"Animation, Action, Thriller, Science Fiction","This ""Inception"" prequel unfolds courtesy of a beautiful Motion Comic, and explains how Cobb, Arthur and Nash were enlisted by Cobol Engineering.",0.7342,309,7.3,2010-12-07
9474,Il mio nome è Nessuno,it,"Comedy, Western","Jack Beauregard, an aging gunman of the Old West, only wants to retire in peace and move to Europe, but a young gunfighter known as ""Nobody"" who idolizes Beauregard wants him to go out in a blaze of glory. So, he arranges for Jack to face the 150-man gang known as The Wild Bunch and earn his place in history.",5.7785,1011,7.264,1973-12-13
594328,Phineas and Ferb the Movie: Candace Against the Universe,en,"Family, Animation, Science Fiction, Comedy","Phineas and Ferb travel across the galaxy to rescue their older sister Candace, who has been abducted by aliens and taken to a utopia in a far-off planet, free of her pesky little brothers.",2.1472,391,7.263,2020-08-27
